Session_ID,Provider_ID,Start_Date,End_Date,Booking_Type,Program,Hours,Cost,Availability,Registration_Opens,Location,Registration_URL,Source_URL,Notes,Last_Checked
schoolhouse-2026-09-18-131,schoolhouse,2026-09-18,2026-09-18,single-day,September 18 Discovery Day,9 am–5 pm,$99.00 per session,Published date; check seats,,"West Point on the Eno, EE Pavilion, 5253 N Roxboro St, Durham",https://app.amilia.com/store/en/schoolhouse-of-wonder/shop/activities/6933262,https://schoolhouseofwonder.org/camp-finder/september-18-discovery-day/,,2026-09-12
boulder-2026-09-21-136,boulder,2026-09-21,2026-09-21,single-day,Holiday Camp,Drop-off 8–9 am; pickup 3–4 pm,$95 camper member / $115 guest per day,Published date; check seats,,"328 Roney St, Durham",https://climber.hellocapitan.com/thebouldergarden/schedule/event/1321110/select-num-participants/,https://climber.hellocapitan.com/thebouldergarden/schedule/event-type-details/3046/,,2026-09-12
dac-2026-09-21-96,dac,2026-09-21,2026-09-21,single-day,School Break Arts Camp,9 am–3 pm; drop-off from 8 am,$60 per day,Published date; check seats,2026-07-24,"120 Morris St, Durham",https://secure.rec1.com/NC/durham-arts-council-nc/catalog,https://durhamarts.org/dac-art-camps/,,2026-09-12
dac-2026-09-21-95,dac,2026-09-21,2026-09-25,multi-day,School Break Arts Camp,9 am–3 pm; drop-off from 8 am,$275 per week; $250 additional sibling,Published date; check seats,2026-07-24,"120 Morris St, Durham",https://secure.rec1.com/NC/durham-arts-council-nc/catalog,https://durhamarts.org/dac-art-camps/,Whole session booking; no individual-day option published.,2026-09-12
dpr-2026-09-21-113,dpr,2026-09-21,2026-09-21,single-day,Fun Day,7:30 am–6 pm,City resident: $23.50 with Play More card / $26 without; non-city: $37 / $41,Published date; check seats,,"W.D. Hill Recreation Center, Durham",https://anc.apm.activecommunities.com/dprplaymore/daycare/program/1078?onlineSiteId=0&locale=en-US&from_original_cui=true&online=true,https://www.dprplaymore.org/362/Fun-Days,,2026-09-12
ninja-2026-09-21-153,ninja,2026-09-21,2026-09-21,single-day,One Day Ninja Camp,8:30 am–3:30 pm,$75 per day,Listed open at last check,,"1810 Martin Luther King Jr Pkwy, Suite A, Durham",https://portal.iclasspro.com/usaninjadurham/camp-details/131?typeId=2&filters=%7B%22sorting%22:%22time%22%7D&campTypeName=One%20Day%20Camp&campTypeNamePlural=One%20Day%20Camps,https://usaninjachallenge.com/locations/durham-nc/camps,,2026-09-12
pwc-2026-09-21-58,pwc,2026-09-21,2026-09-21,single-day,Durham Wild For a Day - 9/21,9 am–3 pm; drop-off 8:30–9 am; pickup 2:45–3 pm,$80 per day,Waitlist at last check,,"Leigh Farm Park, 364 Leigh Farm Rd, Durham",https://www.ultracamp.com/clientlogin.aspx?idCamp=1403&campcode=Pwc&lang=en-Us&return=registration/selectattendees.aspx?idsession=581799,https://www.ultracamp.com/info/sessionDetail.aspx?idCamp=1403&idSession=581799&campCode=Pwc,,2026-09-12
pwc-2026-09-21-52,pwc,2026-09-21,2026-09-25,multi-day,Durham Intersession - Animal Detectives,9 am–3 pm; drop-off 8:30–9 am; pickup 2:45–3 pm,$385 per week,Waitlist at last check,,"Leigh Farm Park, 364 Leigh Farm Rd, Durham",https://www.ultracamp.com/clientlogin.aspx?idCamp=1403&campcode=Pwc&lang=en-Us&return=registration/selectattendees.aspx?idsession=583240,https://www.ultracamp.com/info/sessionDetail.aspx?idCamp=1403&idSession=583240&campCode=Pwc,,2026-09-12
schoolhouse-2026-09-21-133,schoolhouse,2026-09-21,2026-09-21,single-day,September 21 Discovery Day,9 am–5 pm,$99.00 per session,Published date; check seats,,"West Point on the Eno, EE Pavilion, 5253 N Roxboro St, Durham",https://app.amilia.com/store/en/schoolhouse-of-wonder/shop/activities/6933275,https://schoolhouseofwonder.org/camp-finder/september-21-discovery-day/,,2026-09-12
schoolhouse-2026-09-21-132,schoolhouse,2026-09-21,2026-09-25,multi-day,September 21-25: Mud Makers,9 am–5 pm,$459.00 per session,Published date; check seats,,"West Point on the Eno, EE Pavilion, 5253 N Roxboro St, Durham",https://app.amilia.com/store/en/schoolhouse-of-wonder/shop/activities/6933086,https://schoolhouseofwonder.org/camp-finder/september-21-25-mud-makers/,Whole session booking.,2026-09-12
soccer-2026-09-21-141,soccer,2026-09-21,2026-09-21,single-day,Teacher Workday Soccer Camp,9 am–1 pm,$70 per day,Published date; check seats,,"1800 Maryland Ave or E.K. Powe, Durham; confirm venue",https://www.durhamsocceracademy.com/teacherworkdaycampregistration,https://www.durhamsocceracademy.com/teacherworkdaycamps,,2026-09-12
walltown-2026-09-21-46,walltown,2026-09-21,2026-09-21,single-day,Teacher Workday Camp,8:30 am–5 pm,$75 per day,Published date; check seats,,"1225 Berkeley St, Durham",https://dancestudio-pro.com/online/walltownchildrenstheatre,https://www.walltownchildrenstheatre.org/teacher-workday-camps.html,,2026-09-12
schoolhouse-2026-09-25-134,schoolhouse,2026-09-25,2026-09-25,single-day,September 25 Discovery Day,9 am–5 pm,$99.00 per session,Published date; check seats,,"West Point on the Eno, EE Pavilion, 5253 N Roxboro St, Durham",https://app.amilia.com/store/en/schoolhouse-of-wonder/shop/activities/6933267,https://schoolhouseofwonder.org/camp-finder/september-25-discovery-day/,,2026-09-12
dac-2026-09-28-97,dac,2026-09-28,2026-10-02,multi-day,School Break Arts Camp,9 am–3 pm; drop-off from 8 am,$275 per week; $250 additional sibling,Published date; check seats,2026-07-24,"120 Morris St, Durham",https://secure.rec1.com/NC/durham-arts-council-nc/catalog,https://durhamarts.org/dac-art-camps/,Whole session booking; no individual-day option published.,2026-09-12
museum-2026-09-28-81,museum,2026-09-28,2026-10-02,multi-day,Museum Rangers,9 am–3 pm,$345 member / $375 public per week,Spaces listed at last check,,"433 W Murray Ave, Durham",https://www.ultracamp.com/clientlogin.aspx?idCamp=518&campcode=mls&lang=en-Us&return=registration/selectattendees.aspx?idsession=586296,https://www.ultracamp.com/info/sessionDetail.aspx?idCamp=518&idSession=586296&campCode=mls,,2026-09-12
pwc-2026-09-28-53,pwc,2026-09-28,2026-10-02,multi-day,Durham Intersession - Woodland Games,9 am–3 pm; drop-off 8:30–9 am; pickup 2:45–3 pm,$385 per week,Registration listed; check seats,,"Leigh Farm Park, 364 Leigh Farm Rd, Durham",https://www.ultracamp.com/clientlogin.aspx?idCamp=1403&campcode=Pwc&lang=en-Us&return=registration/selectattendees.aspx?idsession=583241,https://www.ultracamp.com/info/sessionDetail.aspx?idCamp=1403&idSession=583241&campCode=Pwc,,2026-09-12
schoolhouse-2026-09-28-135,schoolhouse,2026-09-28,2026-10-02,multi-day,September 28-October 2: Camping Classics,9 am–5 pm,$459.00 per session,Published date; check seats,,"West Point on the Eno, EE Pavilion, 5253 N Roxboro St, Durham",https://app.amilia.com/store/en/schoolhouse-of-wonder/shop/activities/6933096,https://schoolhouseofwonder.org/camp-finder/september-28-october-2-camping-classics/,Whole session booking.,2026-09-12
boulder-2026-09-30-137,boulder,2026-09-30,2026-09-30,single-day,Holiday Camp,Drop-off 8–9 am; pickup 3–4 pm,$95 camper member / $115 guest per day,Published date; check seats,,"328 Roney St, Durham",https://climber.hellocapitan.com/thebouldergarden/schedule/event/1321111/select-num-participants/,https://climber.hellocapitan.com/thebouldergarden/schedule/event-type-details/3046/,,2026-09-12
dfc-2026-09-30,dfc,2026-09-30,2026-09-30,single-day,Mini Camp,8:30 am–5:30 pm,$80 member / $90 nonmember per day,Published date; check seats,,"10 Faculty Club Dr, Durham",https://app.courtreserve.com/Online/Events/Public/2472/2237282,https://facultyclub.duke.edu/camps/miniCamp/,,2026-09-14
dac-2026-09-30-98,dac,2026-09-30,2026-09-30,single-day,School Break Arts Camp,9 am–3 pm; drop-off from 8 am,$60 per day,Published date; check seats,2026-07-24,"120 Morris St, Durham",https://secure.rec1.com/NC/durham-arts-council-nc/catalog,https://durhamarts.org/dac-art-camps/,,2026-09-12
dpr-2026-09-30-114,dpr,2026-09-30,2026-09-30,single-day,Fun Day,7:30 am–6 pm,City resident: $23.50 with Play More card / $26 without; non-city: $37 / $41,Published date; check seats,,"Walltown Park Recreation Center, Durham",https://anc.apm.activecommunities.com/dprplaymore/daycare/program/1079?onlineSiteId=0&locale=en-US&from_original_cui=true&online=true,https://www.dprplaymore.org/362/Fun-Days,,2026-09-12
jcc-2026-09-30-1,jcc,2026-09-30,2026-09-30,single-day,School’s Out (K–5),8:25 am–3:15 pm,$75 member / $90 public per day,Waitlist at last check,,"1937 W Cornwallis Rd, Durham",https://operations.daxko.com/Online/5190/ProgramsV2/OfferingDetails.mvc?offering_id=CI212767&program_id=CMP48774&location_id=B553,https://operations.daxko.com/Online/5190/ProgramsV2/OfferingDetails.mvc?offering_id=CI212767&program_id=CMP48774&location_id=B553,,2026-09-12
soccer-2026-09-30-142,soccer,2026-09-30,2026-09-30,single-day,Teacher Workday Soccer Camp,9 am–1 pm,$70 per day,Published date; check seats,,"1800 Maryland Ave or E.K. Powe, Durham; confirm venue",https://www.durhamsocceracademy.com/teacherworkdaycampregistration,https://www.durhamsocceracademy.com/teacherworkdaycamps,,2026-09-12
walltown-2026-09-30-47,walltown,2026-09-30,2026-09-30,single-day,Teacher Workday Camp,8:30 am–5 pm,$75 per day,Published date; check seats,,"1225 Berkeley St, Durham",https://dancestudio-pro.com/online/walltownchildrenstheatre,https://www.walltownchildrenstheatre.org/teacher-workday-camps.html,,2026-09-12
schoolhouse-2026-10-01-127,schoolhouse,2026-10-01,2026-10-01,single-day,October 1 Discovery Day,9 am–5 pm,$99.00 per session,Published date; check seats,,"West Point on the Eno, EE Pavilion, 5253 N Roxboro St, Durham",https://app.amilia.com/store/en/schoolhouse-of-wonder/shop/activities/6933289,https://schoolhouseofwonder.org/camp-finder/october-1-discovery-day/,,2026-09-12
schoolhouse-2026-10-02-129,schoolhouse,2026-10-02,2026-10-02,single-day,October 2 Discovery Day,9 am–5 pm,$99.00 per session,Published date; check seats,,"West Point on the Eno, EE Pavilion, 5253 N Roxboro St, Durham",https://app.amilia.com/store/en/schoolhouse-of-wonder/shop/activities/6933298,https://schoolhouseofwonder.org/camp-finder/october-2-discovery-day/,,2026-09-12
dac-2026-10-05-99,dac,2026-10-05,2026-10-09,multi-day,School Break Arts Camp,9 am–3 pm; drop-off from 8 am,$275 per week; $250 additional sibling,Published date; check seats,2026-07-24,"120 Morris St, Durham",https://secure.rec1.com/NC/durham-arts-council-nc/catalog,https://durhamarts.org/dac-art-camps/,Whole session booking; no individual-day option published.,2026-09-12
museum-2026-10-05-82,museum,2026-10-05,2026-10-09,multi-day,Museum Rangers,9 am–3 pm,$345 member / $375 public per week,Waitlist at last check,,"433 W Murray Ave, Durham",https://www.ultracamp.com/clientlogin.aspx?idCamp=518&campcode=mls&lang=en-Us&return=registration/selectattendees.aspx?idsession=586298,https://www.ultracamp.com/info/sessionDetail.aspx?idCamp=518&idSession=586298&campCode=mls,,2026-09-12
ninja-2026-10-05-154,ninja,2026-10-05,2026-10-05,single-day,One Day Ninja Camp,8:30 am–3:30 pm,$75 per day,Listed open at last check,,"1810 Martin Luther King Jr Pkwy, Suite A, Durham",https://portal.iclasspro.com/usaninjadurham/camp-details/133?typeId=2&filters=%7B%22sorting%22:%22time%22%7D&campTypeName=One%20Day%20Camp&campTypeNamePlural=One%20Day%20Camps,https://usaninjachallenge.com/locations/durham-nc/camps,,2026-09-12
pwc-2026-10-05-54,pwc,2026-10-05,2026-10-09,multi-day,Durham Intersession - ART-thropods,9 am–3 pm; drop-off 8:30–9 am; pickup 2:45–3 pm,$385 per week,Registration listed; check seats,,"Leigh Farm Park, 364 Leigh Farm Rd, Durham",https://www.ultracamp.com/clientlogin.aspx?idCamp=1403&campcode=Pwc&lang=en-Us&return=registration/selectattendees.aspx?idsession=583242,https://www.ultracamp.com/info/sessionDetail.aspx?idCamp=1403&idSession=583242&campCode=Pwc,,2026-09-12
schoolhouse-2026-10-05-130,schoolhouse,2026-10-05,2026-10-09,multi-day,October 5-9: Secrets of Fall,9 am–5 pm,$459.00 per session,Published date; check seats,,"West Point on the Eno, EE Pavilion, 5253 N Roxboro St, Durham",https://app.amilia.com/store/en/schoolhouse-of-wonder/shop/activities/6933105,https://schoolhouseofwonder.org/camp-finder/october-5-9-secrets-of-fall/,Whole session booking.,2026-09-12
jcc-2026-10-09-2,jcc,2026-10-09,2026-10-09,single-day,School’s Out (K–5),8:25 am–3:15 pm,$75 member / $90 public per day,Published date; check seats,,"1937 W Cornwallis Rd, Durham",https://operations.daxko.com/Online/5190/ProgramsV2/OfferingDetails.mvc?offering_id=CI212768&program_id=CMP48774&location_id=B553,https://www.jewishforgood.org/schools-out-camp,,2026-09-12
schoolhouse-2026-10-12-128,schoolhouse,2026-10-12,2026-10-16,multi-day,October 12-16: Way of the Wild,9 am–5 pm,$459.00 per session,Published date; check seats,,"West Point on the Eno, EE Pavilion, 5253 N Roxboro St, Durham",https://app.amilia.com/store/en/schoolhouse-of-wonder/shop/activities/6933131,https://schoolhouseofwonder.org/camp-finder/october-12-16-way-of-the-wild/,Whole session booking.,2026-09-12
ninja-2026-10-19-155,ninja,2026-10-19,2026-10-19,single-day,One Day Ninja Camp,8:30 am–3:30 pm,$75 per day,Listed open at last check,,"1810 Martin Luther King Jr Pkwy, Suite A, Durham",https://portal.iclasspro.com/usaninjadurham/camp-details/134?typeId=2&filters=%7B%22sorting%22:%22time%22%7D&campTypeName=One%20Day%20Camp&campTypeNamePlural=One%20Day%20Camps,https://usaninjachallenge.com/locations/durham-nc/camps,,2026-09-12
jcc-2026-10-30-3,jcc,2026-10-30,2026-10-30,single-day,School’s Out (K–5),8:25 am–3:15 pm,$75 member / $90 public per day,Published date; check seats,,"1937 W Cornwallis Rd, Durham",https://operations.daxko.com/Online/5190/ProgramsV2/OfferingDetails.mvc?offering_id=CI212769&program_id=CMP48774&location_id=B553,https://www.jewishforgood.org/schools-out-camp,,2026-09-12
boulder-2026-11-02-138,boulder,2026-11-02,2026-11-02,single-day,Holiday Camp,Drop-off 8–9 am; pickup 3–4 pm,$95 camper member / $115 guest per day,Published date; check seats,,"328 Roney St, Durham",https://climber.hellocapitan.com/thebouldergarden/schedule/event/1321112/select-num-participants/,https://climber.hellocapitan.com/thebouldergarden/schedule/event-type-details/3046/,,2026-09-12
dac-2026-11-02-100,dac,2026-11-02,2026-11-02,single-day,School Break Arts Camp,9 am–3 pm; drop-off from 8 am,$60 per day,Published date; check seats,2026-07-24,"120 Morris St, Durham",https://secure.rec1.com/NC/durham-arts-council-nc/catalog,https://durhamarts.org/dac-art-camps/,,2026-09-12
dfc-2026-11-02,dfc,2026-11-02,2026-11-02,single-day,Mini Camp,8:30 am–5:30 pm,$80 member / $90 nonmember per day,Published date; check seats,,"10 Faculty Club Dr, Durham",https://app.courtreserve.com/Online/Events/Public/2472/2237282,https://facultyclub.duke.edu/camps/miniCamp/,,2026-09-14
dpr-2026-11-02-115,dpr,2026-11-02,2026-11-02,single-day,Fun Day,7:30 am–6 pm,City resident: $23.50 with Play More card / $26 without; non-city: $37 / $41,Published date; check seats,,"Edison Johnson Recreation Center, Durham",https://anc.apm.activecommunities.com/dprplaymore/daycare/program/1080?onlineSiteId=0&locale=en-US&from_original_cui=true&online=true,https://www.dprplaymore.org/362/Fun-Days,,2026-09-12
jcc-2026-11-02-4,jcc,2026-11-02,2026-11-02,single-day,School’s Out (K–5),8:25 am–3:15 pm,$75 member / $90 public per day,Published date; check seats,,"1937 W Cornwallis Rd, Durham",https://operations.daxko.com/Online/5190/ProgramsV2/OfferingDetails.mvc?offering_id=CI212770&program_id=CMP48774&location_id=B553,https://www.jewishforgood.org/schools-out-camp,,2026-09-12
ninja-2026-11-02-156,ninja,2026-11-02,2026-11-02,single-day,One Day Ninja Camp,8:30 am–3:30 pm,$75 per day,Listed open at last check,,"1810 Martin Luther King Jr Pkwy, Suite A, Durham",https://portal.iclasspro.com/usaninjadurham/camp-details/135?typeId=2&filters=%7B%22sorting%22:%22time%22%7D&campTypeName=One%20Day%20Camp&campTypeNamePlural=One%20Day%20Camps,https://usaninjachallenge.com/locations/durham-nc/camps,,2026-09-12
pwc-2026-11-02-59,pwc,2026-11-02,2026-11-02,single-day,Durham Wild For a Day - 11/2,9 am–3 pm; drop-off 8:30–9 am; pickup 2:45–3 pm,$80 per day,Registration listed; check seats,,"Leigh Farm Park, 364 Leigh Farm Rd, Durham",https://www.ultracamp.com/clientlogin.aspx?idCamp=1403&campcode=Pwc&lang=en-Us&return=registration/selectattendees.aspx?idsession=581800,https://www.ultracamp.com/info/sessionDetail.aspx?idCamp=1403&idSession=581800&campCode=Pwc,,2026-09-12
schoolhouse-2026-11-02-124,schoolhouse,2026-11-02,2026-11-02,single-day,November 2 Discovery Day,9 am–5 pm,$99.00 per session,Published date; check seats,,"West Point on the Eno, EE Pavilion, 5253 N Roxboro St, Durham",https://app.amilia.com/store/en/schoolhouse-of-wonder/shop/activities/6933304,https://schoolhouseofwonder.org/camp-finder/november-2-discovery-day/,,2026-09-12
soccer-2026-11-02-143,soccer,2026-11-02,2026-11-02,single-day,Teacher Workday Soccer Camp,9 am–1 pm,$70 per day,Published date; check seats,,"1800 Maryland Ave or E.K. Powe, Durham; confirm venue",https://www.durhamsocceracademy.com/teacherworkdaycampregistration,https://www.durhamsocceracademy.com/teacherworkdaycamps,,2026-09-12
boulder-2026-11-03-139,boulder,2026-11-03,2026-11-03,single-day,Holiday Camp,Drop-off 8–9 am; pickup 3–4 pm,$95 camper member / $115 guest per day,Published date; check seats,,"328 Roney St, Durham",https://climber.hellocapitan.com/thebouldergarden/schedule/event/1321113/select-num-participants/,https://climber.hellocapitan.com/thebouldergarden/schedule/event-type-details/3046/,,2026-09-12
dac-2026-11-03-101,dac,2026-11-03,2026-11-03,single-day,School Break Arts Camp,9 am–3 pm; drop-off from 8 am,$60 per day,Published date; check seats,2026-07-24,"120 Morris St, Durham",https://secure.rec1.com/NC/durham-arts-council-nc/catalog,https://durhamarts.org/dac-art-camps/,,2026-09-12
dfc-2026-11-03,dfc,2026-11-03,2026-11-03,single-day,Mini Camp,8:30 am–5:30 pm,$80 member / $90 nonmember per day,Published date; check seats,,"10 Faculty Club Dr, Durham",https://app.courtreserve.com/Online/Events/Public/2472/2237282,https://facultyclub.duke.edu/camps/miniCamp/,,2026-09-14
jcc-2026-11-03-5,jcc,2026-11-03,2026-11-03,single-day,School’s Out (K–5),8:25 am–3:15 pm,$75 member / $90 public per day,Published date; check seats,,"1937 W Cornwallis Rd, Durham",https://operations.daxko.com/Online/5190/ProgramsV2/OfferingDetails.mvc?offering_id=CI212771&program_id=CMP48774&location_id=B553,https://www.jewishforgood.org/schools-out-camp,,2026-09-12
museum-2026-11-03-83,museum,2026-11-03,2026-11-03,single-day,Schools Out Day Camp,9 am–5 pm,$100 member / $115 public per day,Spaces listed at last check,,"433 W Murray Ave, Durham",https://www.ultracamp.com/clientlogin.aspx?idCamp=518&campcode=mls&lang=en-Us&return=registration/selectattendees.aspx?idsession=586651,https://www.ultracamp.com/info/sessionDetail.aspx?idCamp=518&idSession=586651&campCode=mls,,2026-09-12
pwc-2026-11-03-60,pwc,2026-11-03,2026-11-03,single-day,Durham Wild For a Day - 11/3,9 am–3 pm; drop-off 8:30–9 am; pickup 2:45–3 pm,$80 per day,Registration listed; check seats,,"Leigh Farm Park, 364 Leigh Farm Rd, Durham",https://www.ultracamp.com/clientlogin.aspx?idCamp=1403&campcode=Pwc&lang=en-Us&return=registration/selectattendees.aspx?idsession=581801,https://www.ultracamp.com/info/sessionDetail.aspx?idCamp=1403&idSession=581801&campCode=Pwc,,2026-09-12
schoolhouse-2026-11-03-126,schoolhouse,2026-11-03,2026-11-03,single-day,November 3 Discovery Day,9 am–5 pm,$99.00 per session,Published date; check seats,,"West Point on the Eno, EE Pavilion, 5253 N Roxboro St, Durham",https://app.amilia.com/store/en/schoolhouse-of-wonder/shop/activities/6933313,https://schoolhouseofwonder.org/camp-finder/november-3-discovery-day/,,2026-09-12
soccer-2026-11-03-144,soccer,2026-11-03,2026-11-03,single-day,Teacher Workday Soccer Camp,9 am–1 pm,$70 per day,Published date; check seats,,"1800 Maryland Ave or E.K. Powe, Durham; confirm venue",https://www.durhamsocceracademy.com/teacherworkdaycampregistration,https://www.durhamsocceracademy.com/teacherworkdaycamps,,2026-09-12
boulder-2026-11-11-140,boulder,2026-11-11,2026-11-11,single-day,Holiday Camp,Drop-off 8–9 am; pickup 3–4 pm,$95 camper member / $115 guest per day,Published date; check seats,,"328 Roney St, Durham",https://climber.hellocapitan.com/thebouldergarden/schedule/event/1321163/select-num-participants/,https://climber.hellocapitan.com/thebouldergarden/schedule/event-type-details/3046/,,2026-09-12
dac-2026-11-11-102,dac,2026-11-11,2026-11-11,single-day,School Break Arts Camp,9 am–3 pm; drop-off from 8 am,$60 per day,Published date; check seats,2026-07-24,"120 Morris St, Durham",https://secure.rec1.com/NC/durham-arts-council-nc/catalog,https://durhamarts.org/dac-art-camps/,,2026-09-12
dfc-2026-11-11,dfc,2026-11-11,2026-11-11,single-day,Mini Camp,8:30 am–5:30 pm,$80 member / $90 nonmember per day,Published date; check seats,,"10 Faculty Club Dr, Durham",https://app.courtreserve.com/Online/Events/Public/2472/2237282,https://facultyclub.duke.edu/camps/miniCamp/,,2026-09-14
jcc-2026-11-11-6,jcc,2026-11-11,2026-11-11,single-day,School’s Out (K–5),8:25 am–3:15 pm,$75 member / $90 public per day,Published date; check seats,,"1937 W Cornwallis Rd, Durham",https://operations.daxko.com/Online/5190/ProgramsV2/OfferingDetails.mvc?offering_id=CI212772&program_id=CMP48774&location_id=B553,https://www.jewishforgood.org/schools-out-camp,,2026-09-12
museum-2026-11-11-84,museum,2026-11-11,2026-11-11,single-day,Schools Out Day Camp,9 am–5 pm,$100 member / $115 public per day,Spaces listed at last check,,"433 W Murray Ave, Durham",https://www.ultracamp.com/clientlogin.aspx?idCamp=518&campcode=mls&lang=en-Us&return=registration/selectattendees.aspx?idsession=586652,https://www.ultracamp.com/info/sessionDetail.aspx?idCamp=518&idSession=586652&campCode=mls,,2026-09-12
